"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"MEMORY_COPY_HOST_TO_DEVICE",7,114481,16354.428571,90.74,4000,33561,11718.024462
"MEMORY_COPY_DEVICE_TO_HOST",1,11680,11680.000000,9.26,11680,11680,0.00000000e+00
