"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"MEMORY_ALLOCATION_ALLOCATE",13,958946,73765.076923,61.75,171,212540,94497.203960
"MEMORY_ALLOCATION_FREE",11,594086,54007.818182,38.25,30,269888,98841.319528
