"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"MEMORY_COPY_HOST_TO_DEVICE",393,3774397,9604.063613,67.67,3760,43441,6046.798855
"MEMORY_COPY_DEVICE_TO_HOST",220,1802941,8195.186364,32.33,4920,12081,1948.956639
