"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"k_sgd_f32(float*, float const*, float const*, int, int, int, int, float)",48,2423868,50497.250000,49.23,19680,145241,31833.388624
"k_linear_f32(float const*, float const*, float*, int, int, int, int)",221,1947456,8812.018100,39.56,1680,20200,6085.512011
"__amd_rocclr_copyBuffer",242,551965,2280.847107,11.21,1440,10960,701.654451
