"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"MEMORY_ALLOCATION_ALLOCATE",9,502302,55811.333333,98.83,160,245021,99669.864800
"MEMORY_ALLOCATION_FREE",6,5932,988.666667,1.17,151,3767,1389.056178
