"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"MEMORY_COPY_HOST_TO_DEVICE",25,169322,6772.880000,93.32,5720,18440,2493.412109
"MEMORY_COPY_DEVICE_TO_HOST",1,12120,12120.000000,6.68,12120,12120,0.00000000e+00
