"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"HIP_API",11895,145622754,12242.350063,96.63,20,108109621,1003335.379992
"KERNEL_DISPATCH",778,2827448,3634.251928,1.88,960,48881,4015.402485
"MEMORY_ALLOCATION",30,2133037,71101.233333,1.42,20,501934,116404.807238
"MEMORY_COPY",8,120282,15035.250000,0.0798,3960,27121,10224.863684
