"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"MEMORY_COPY_HOST_TO_DEVICE",7,108642,15520.285714,90.32,3960,27121,10944.255125
"MEMORY_COPY_DEVICE_TO_HOST",1,11640,11640.000000,9.68,11640,11640,0.00000000e+00
