"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"MEMORY_ALLOCATION_ALLOCATE",16,1099892,68743.250000,51.56,170,283273,100066.908904
"MEMORY_ALLOCATION_FREE",14,1033145,73796.071429,48.44,20,501934,136596.224166
